topo_id,map_name,scale,extent,date_on_map,content_year,imprint_year,aerial_photo_year,photo_revision_year,field_check_year,edit_year,photo_inspection_year,survey_year,woodland_tint,scanner_resolution,datum,projection,west,south,east,north,in_tier1,size_bytes,rights,geotiff_url,metadata_url,sciencebase_url,source_id
CA_Norden_293567_1955_24000,Norden,24000,7.5 x 7.5 minute,1955,1955,1957,1953,,1955,,,,Y,600 PPI,NAD27,Polyconic,-120.375,39.25,-120.25,39.375,false,10810204,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Norden_293567_1955_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Norden_293567_1955_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a324fe4b00f54eb3d51d5,5a8a324fe4b00f54eb3d51d5
CA_Norden_293568_1955_24000,Norden,24000,7.5 x 7.5 minute,1955,1955,1973,1953,,1955,,,,Y,600 PPI,NAD27,Polyconic,-120.375,39.25,-120.25,39.375,false,10595338,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Norden_293568_1955_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Norden_293568_1955_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a324fe4b00f54eb3d51dc,5a8a324fe4b00f54eb3d51dc
CA_Norden_293569_1955_24000,Norden,24000,7.5 x 7.5 minute,1955,1979,1980,1976,1979,1955,1979,,,Y,600 PPI,NAD27,Polyconic,-120.375,39.25,-120.25,39.375,false,9252695,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Norden_293569_1955_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Norden_293569_1955_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3250e4b00f54eb3d51e4,5a8a3250e4b00f54eb3d51e4
CA_Norden_293570_1955_24000,Norden,24000,7.5 x 7.5 minute,1955,1979,1980,1976,1979,1955,1979,,,Y,600 PPI,NAD27,Polyconic,-120.375,39.25,-120.25,39.375,false,10478625,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Norden_293570_1955_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Norden_293570_1955_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3250e4b00f54eb3d51e8,5a8a3250e4b00f54eb3d51e8
CA_Norden_293565_2000_24000,Norden,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,2000,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.375,39.25,-120.25,39.375,false,14263644,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Norden_293565_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Norden_293565_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a324fe4b00f54eb3d51c9,5a8a324fe4b00f54eb3d51c9
CA_North_Bloomfield_293572_1949_24000,North Bloomfield,24000,7.5 x 7.5 minute,1949,1949,1957,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.25,-120.875,39.375,false,12240232,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293572_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293572_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3250e4b00f54eb3d51f4,5a8a3250e4b00f54eb3d51f4
CA_North_Bloomfield_293573_1949_24000,North Bloomfield,24000,7.5 x 7.5 minute,1949,1949,1965,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.25,-120.875,39.375,false,11496070,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293573_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293573_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3251e4b00f54eb3d51fa,5a8a3251e4b00f54eb3d51fa
CA_North_Bloomfield_293575_1949_24000,North Bloomfield,24000,7.5 x 7.5 minute,1949,1973,1976,1973,1973,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.25,-120.875,39.375,false,11529724,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293575_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293575_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3251e4b00f54eb3d5205,5a8a3251e4b00f54eb3d5205
CA_North_Bloomfield_293576_1949_24000,North Bloomfield,24000,7.5 x 7.5 minute,1949,1979,1980,1976,1979,1949,1979,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.25,-120.875,39.375,false,11154806,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293576_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293576_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3251e4b00f54eb3d520a,5a8a3251e4b00f54eb3d520a
CA_North_Bloomfield_293577_1949_24000,North Bloomfield,24000,7.5 x 7.5 minute,1949,1979,1980,1976,1979,1949,1979,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.25,-120.875,39.375,false,13263189,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293577_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293577_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3251e4b00f54eb3d5210,5a8a3251e4b00f54eb3d5210
CA_North_Bloomfield_293574_1951_24000,North Bloomfield,24000,7.5 x 7.5 minute,1951,1951,,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.25,-120.875,39.375,false,11494155,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293574_1951_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293574_1951_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3251e4b00f54eb3d51fe,5a8a3251e4b00f54eb3d51fe
CA_North_Bloomfield_293571_2000_24000,North Bloomfield,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,2000,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-121.0,39.25,-120.875,39.375,false,13328684,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_North%20Bloomfield_293571_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_North_Bloomfield_293571_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3250e4b00f54eb3d51ef,5a8a3250e4b00f54eb3d51ef
CA_Oregon_House_293765_1948_24000,Oregon House,24000,7.5 x 7.5 minute,1948,1948,1956,1947,,1948,,,,Y,600 PPI,NAD27,Polyconic,-121.375,39.25,-121.25,39.375,false,12864249,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Oregon%20House_293765_1948_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Oregon_House_293765_1948_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a329de4b00f54eb3d5877,5a8a329de4b00f54eb3d5877
CA_Oregon_House_293767_1948_24000,Oregon House,24000,7.5 x 7.5 minute,1948,1969,1971,1969,1969,1948,,,,Y,600 PPI,NAD27,Polyconic,-121.375,39.25,-121.25,39.375,false,13539113,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Oregon%20House_293767_1948_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Oregon_House_293767_1948_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a329ee4b00f54eb3d588c,5a8a329ee4b00f54eb3d588c
CA_Oregon_House_293768_1948_24000,Oregon House,24000,7.5 x 7.5 minute,1948,1969,1978,1969,1969,1948,,,,Y,600 PPI,NAD27,Polyconic,-121.375,39.25,-121.25,39.375,false,12318219,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Oregon%20House_293768_1948_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Oregon_House_293768_1948_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a329ee4b00f54eb3d5896,5a8a329ee4b00f54eb3d5896
CA_Oregon_House_293766_1950_24000,Oregon House,24000,7.5 x 7.5 minute,1950,1950,,1947,,1948,,,,Y,600 PPI,NAD27,Polyconic,-121.375,39.25,-121.25,39.375,false,10941561,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Oregon%20House_293766_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Oregon_House_293766_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a329ee4b00f54eb3d5880,5a8a329ee4b00f54eb3d5880
CA_Oregon_House_293764_1995_24000,Oregon House,24000,7.5 x 7.5 minute,1995,1995,1995,1987,,1990,1995,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-121.375,39.25,-121.25,39.375,false,12954905,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Oregon%20House_293764_1995_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Oregon_House_293764_1995_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a329de4b00f54eb3d586d,5a8a329de4b00f54eb3d586d
CA_Pike_294134_1949_24000,Pike,24000,7.5 x 7.5 minute,1949,1949,1960,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.375,-120.875,39.5,false,12968419,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pike_294134_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pike_294134_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3321e4b00f54eb3d6682,5a8a3321e4b00f54eb3d6682
CA_Pike_294135_1949_24000,Pike,24000,7.5 x 7.5 minute,1949,1949,1971,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.375,-120.875,39.5,false,12528224,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pike_294135_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pike_294135_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3321e4b00f54eb3d6688,5a8a3321e4b00f54eb3d6688
CA_Pike_294137_1949_24000,Pike,24000,7.5 x 7.5 minute,1949,1975,1978,1975,1975,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.375,-120.875,39.5,false,11446086,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pike_294137_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pike_294137_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3322e4b00f54eb3d6694,5a8a3322e4b00f54eb3d6694
CA_Pike_294136_1951_24000,Pike,24000,7.5 x 7.5 minute,1951,1951,1951,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-121.0,39.375,-120.875,39.5,false,11533945,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pike_294136_1951_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pike_294136_1951_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3321e4b00f54eb3d668e,5a8a3321e4b00f54eb3d668e
CA_Pike_466138_1951_24000,Pike,24000,7.5 x 7.5 minute,1951,1951,,1946,,1949,,,,N,600 PPI,NAD27,Polyconic,-121.0,39.375,-120.875,39.5,false,8749824,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pike_466138_1951_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pike_466138_1951_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5e0659e0e4b0b207aa0b4b4c,5e0659e0e4b0b207aa0b4b4c
CA_Pike_101786_2000_24000,Pike,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,2000,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-121.0,39.375,-120.875,39.5,false,14493851,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pike_101786_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pike_101786_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3321e4b00f54eb3d667f,5a8a3321e4b00f54eb3d667f
CA_Pilot_Hill_101788_1954_24000,Pilot Hill,24000,7.5 x 7.5 minute,1954,1973,1986,1973,1973,,,1978,,Y,600 PPI,NAD27,Polyconic,-121.125,38.75,-121.0,38.875,false,12843033,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pilot%20Hill_101788_1954_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pilot_Hill_101788_1954_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3322e4b00f54eb3d66a5,5a8a3322e4b00f54eb3d66a5
CA_Pilot_Hill_294141_1954_24000,Pilot Hill,24000,7.5 x 7.5 minute,1954,1954,1955,1952,,1954,,,,Y,600 PPI,NAD27,Polyconic,-121.125,38.75,-121.0,38.875,false,11025324,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pilot%20Hill_294141_1954_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pilot_Hill_294141_1954_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3322e4b00f54eb3d66ac,5a8a3322e4b00f54eb3d66ac
CA_Pilot_Hill_294142_1954_24000,Pilot Hill,24000,7.5 x 7.5 minute,1954,1954,1960,1952,,1954,,,,Y,600 PPI,NAD27,Polyconic,-121.125,38.75,-121.0,38.875,false,12777015,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pilot%20Hill_294142_1954_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pilot_Hill_294142_1954_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3323e4b00f54eb3d66b4,5a8a3323e4b00f54eb3d66b4
CA_Pilot_Hill_294143_1954_24000,Pilot Hill,24000,7.5 x 7.5 minute,1954,1973,1976,1973,1973,1954,,,,Y,600 PPI,NAD27,Polyconic,-121.125,38.75,-121.0,38.875,false,11778221,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pilot%20Hill_294143_1954_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pilot_Hill_294143_1954_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3323e4b00f54eb3d66b7,5a8a3323e4b00f54eb3d66b7
CA_Pleasant_Grove_294237_1953_24000,Pleasant Grove,24000,7.5 x 7.5 minute,1953,1953,1954,1949,,,,,1953,Y,600 PPI,NAD27,Polyconic,-121.5,38.75,-121.375,38.875,false,6309230,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pleasant%20Grove_294237_1953_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pleasant_Grove_294237_1953_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3343e4b00f54eb3d6a8a,5a8a3343e4b00f54eb3d6a8a
CA_Pleasant_Grove_294238_1953_24000,Pleasant Grove,24000,7.5 x 7.5 minute,1953,1953,1962,1949,,,,,1953,Y,600 PPI,NAD27,Polyconic,-121.5,38.75,-121.375,38.875,false,5980674,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pleasant%20Grove_294238_1953_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pleasant_Grove_294238_1953_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3343e4b00f54eb3d6a8f,5a8a3343e4b00f54eb3d6a8f
CA_Pleasant_Grove_294239_1967_24000,Pleasant Grove,24000,7.5 x 7.5 minute,1967,1967,1968,1966,,1967,,,1953,Y,600 PPI,NAD27,Polyconic,-121.5,38.75,-121.375,38.875,false,5397865,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pleasant%20Grove_294239_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pleasant_Grove_294239_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3343e4b00f54eb3d6a96,5a8a3343e4b00f54eb3d6a96
CA_Pleasant_Grove_294240_1967_24000,Pleasant Grove,24000,7.5 x 7.5 minute,1967,1981,1981,1978,1981,1967,1981,,1953,Y,600 PPI,NAD27,Polyconic,-121.5,38.75,-121.375,38.875,false,6656233,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Pleasant%20Grove_294240_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Pleasant_Grove_294240_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a3343e4b00f54eb3d6a9b,5a8a3343e4b00f54eb3d6a9b
CA_Rio_Linda_294698_1950_24000,Rio Linda,24000,7.5 x 7.5 minute,1950,1950,1955,1947,,,,,1950,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,9349228,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294698_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294698_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bee4b00f54eb3d7c3b,5a8a33bee4b00f54eb3d7c3b
CA_Rio_Linda_294699_1951_24000,Rio Linda,24000,7.5 x 7.5 minute,1951,1951,,1947,,,,,1950,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,9774631,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294699_1951_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294699_1951_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bee4b00f54eb3d7c41,5a8a33bee4b00f54eb3d7c41
CA_Rio_Linda_294696_1967_24000,Rio Linda,24000,7.5 x 7.5 minute,1967,1980,1983,1978,1980,1967,1980,,,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,10278551,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294696_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294696_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bde4b00f54eb3d7c36,5a8a33bde4b00f54eb3d7c36
CA_Rio_Linda_294700_1967_24000,Rio Linda,24000,7.5 x 7.5 minute,1967,1967,1968,1966,,1967,,,1950,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,9039568,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294700_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294700_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bee4b00f54eb3d7c47,5a8a33bee4b00f54eb3d7c47
CA_Rio_Linda_294701_1967_24000,Rio Linda,24000,7.5 x 7.5 minute,1967,1975,1976,1975,1975,1967,,,1950,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,8901495,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294701_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294701_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bee4b00f54eb3d7c4e,5a8a33bee4b00f54eb3d7c4e
CA_Rio_Linda_294703_1967_24000,Rio Linda,24000,7.5 x 7.5 minute,1967,1980,1983,1978,1980,1967,1980,,1950,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,9949301,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294703_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294703_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bee4b00f54eb3d7c59,5a8a33bee4b00f54eb3d7c59
CA_Rio_Linda_466234_1967_24000,Rio Linda,24000,7.5 x 7.5 minute,1967,1980,1980,1978,1980,1967,1980,,1950,Y,600 PPI,NAD27,Polyconic,-121.5,38.625,-121.375,38.75,false,7877396,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_466234_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_466234_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5e148e57e4b0ecf25c55b133,5e148e57e4b0ecf25c55b133
CA_Rio_Linda_294702_1975_24000,Rio Linda,24000,7.5 x 7.5 minute,1975,1975,1978,1975,,,,,,N,600 PPI,NAD27,Lambert Conformal Conic,-121.5,38.625,-121.375,38.75,false,14133179,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_294702_1975_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_294702_1975_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bee4b00f54eb3d7c54,5a8a33bee4b00f54eb3d7c54
CA_Rio_Linda_101904_1992_24000,Rio Linda,24000,7.5 x 7.5 minute,1992,1992,1997,1992,,,,,,Y,600 PPI,NAD83,Universal Transverse Mercator,-121.5,38.625,-121.375,38.75,false,10033625,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Rio%20Linda_101904_1992_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Rio_Linda_101904_1992_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33bde4b00f54eb3d7c30,5a8a33bde4b00f54eb3d7c30
CA_Robbs_Peak_101915_1950_24000,Robbs Peak,24000,7.5 x 7.5 minute,1950,1973,1987,1973,1973,,,,,Y,600 PPI,NAD27,Polyconic,-120.5,38.875,-120.375,39.0,false,13433667,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Robbs%20Peak_101915_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Robbs_Peak_101915_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33cce4b00f54eb3d7e73,5a8a33cce4b00f54eb3d7e73
CA_Robbs_Peak_294755_1950_24000,Robbs Peak,24000,7.5 x 7.5 minute,1950,1973,1987,1973,1973,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.5,38.875,-120.375,39.0,false,13181475,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Robbs%20Peak_294755_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Robbs_Peak_294755_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a33cde4b00f54eb3d7e78,5a8a33cde4b00f54eb3d7e78
