topo_id,map_name,scale,extent,date_on_map,content_year,imprint_year,aerial_photo_year,photo_revision_year,field_check_year,edit_year,photo_inspection_year,survey_year,woodland_tint,scanner_resolution,datum,projection,west,south,east,north,in_tier1,size_bytes,rights,geotiff_url,metadata_url,sciencebase_url,source_id
CA_Devil_Peak_100428_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1973,1992,1973,1973,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,12579359,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_100428_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_100428_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2c70e4b00f54eb3cbf57,5a8a2c70e4b00f54eb3cbf57
CA_Devil_Peak_289894_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1973,1986,1973,1973,1950,1973,,,Y,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,12020673,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_289894_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_289894_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2c70e4b00f54eb3cbf5a,5a8a2c70e4b00f54eb3cbf5a
CA_Devil_Peak_289896_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1950,1952,1948,,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,10921866,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_289896_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_289896_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2c70e4b00f54eb3cbf5e,5a8a2c70e4b00f54eb3cbf5e
CA_Devil_Peak_289897_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1950,1956,1948,,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,11060136,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_289897_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_289897_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2c71e4b00f54eb3cbf63,5a8a2c71e4b00f54eb3cbf63
CA_Devil_Peak_289898_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1973,1975,1973,1973,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,9989595,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_289898_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_289898_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2c71e4b00f54eb3cbf68,5a8a2c71e4b00f54eb3cbf68
CA_Devil_Peak_302896_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1973,1975,1973,1973,1950,,,,N,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,5176435,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_302896_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_302896_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2c71e4b00f54eb3cbf6c,5a8a2c71e4b00f54eb3cbf6c
CA_Devil_Peak_465562_1950_24000,Devil Peak,24000,7.5 x 7.5 minute,1950,1950,1952,1948,,1950,,,,N,600 PPI,NAD27,Polyconic,-120.625,38.875,-120.5,39.0,false,9273825,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Devil%20Peak_465562_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Devil_Peak_465562_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5d1497ece4b0941bde5b71f9,5d1497ece4b0941bde5b71f9
CA_Duncan_Peak_290084_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1952,1954,1948,,1952,,,,Y,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,12411496,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_290084_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_290084_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ccfe4b00f54eb3cc9c1,5a8a2ccfe4b00f54eb3cc9c1
CA_Duncan_Peak_290085_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1952,1963,1948,,1952,,,,Y,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,11993251,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_290085_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_290085_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ccfe4b00f54eb3cc9c7,5a8a2ccfe4b00f54eb3cc9c7
CA_Duncan_Peak_290086_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1973,1976,1973,1973,1952,1973,,,Y,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,12538993,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_290086_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_290086_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd0e4b00f54eb3cc9cc,5a8a2cd0e4b00f54eb3cc9cc
CA_Duncan_Peak_290087_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1979,1980,1976,1979,1952,1979,,,Y,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,12534376,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_290087_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_290087_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd0e4b00f54eb3cc9d3,5a8a2cd0e4b00f54eb3cc9d3
CA_Duncan_Peak_290088_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1979,1982,1976,1979,1952,1979,,,Y,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,13492563,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_290088_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_290088_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd0e4b00f54eb3cc9da,5a8a2cd0e4b00f54eb3cc9da
CA_Duncan_Peak_302958_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1952,1963,1948,,,,,1952,N,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,10381605,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_302958_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_302958_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd0e4b00f54eb3cc9df,5a8a2cd0e4b00f54eb3cc9df
CA_Duncan_Peak_302959_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1973,1976,1973,1973,,,,1952,N,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,4202332,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_302959_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_302959_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd1e4b00f54eb3cc9e6,5a8a2cd1e4b00f54eb3cc9e6
CA_Duncan_Peak_302960_1952_24000,Duncan Peak,24000,7.5 x 7.5 minute,1952,1979,1980,1976,1979,1952,1979,,,N,600 PPI,NAD27,Polyconic,-120.625,39.125,-120.5,39.25,false,5012120,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_302960_1952_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_302960_1952_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd1e4b00f54eb3cc9eb,5a8a2cd1e4b00f54eb3cc9eb
CA_Duncan_Peak_290083_2000_24000,Duncan Peak,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,2000,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.625,39.125,-120.5,39.25,false,15080122,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Duncan%20Peak_290083_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Duncan_Peak_290083_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ccfe4b00f54eb3cc9ba,5a8a2ccfe4b00f54eb3cc9ba
CA_Dutch_Flat_290119_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1950,1957,1946,,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,12490052,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290119_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290119_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd8e4b00f54eb3ccaad,5a8a2cd8e4b00f54eb3ccaad
CA_Dutch_Flat_290120_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1950,1971,1946,,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,12179395,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290120_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290120_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce1e4b00f54eb3ccb8d,5a8a2ce1e4b00f54eb3ccb8d
CA_Dutch_Flat_290122_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1973,1976,1973,1973,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,11582666,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290122_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290122_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce2e4b00f54eb3ccb9c,5a8a2ce2e4b00f54eb3ccb9c
CA_Dutch_Flat_290123_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1979,1980,1976,1979,1950,1979,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,12559726,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290123_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290123_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce2e4b00f54eb3ccba4,5a8a2ce2e4b00f54eb3ccba4
CA_Dutch_Flat_290124_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1979,1980,1976,1979,1950,1979,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,14139340,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290124_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290124_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce2e4b00f54eb3ccba9,5a8a2ce2e4b00f54eb3ccba9
CA_Dutch_Flat_302965_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1950,1971,1946,,1950,,,,N,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,10712003,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_302965_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_302965_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce3e4b00f54eb3ccbb0,5a8a2ce3e4b00f54eb3ccbb0
CA_Dutch_Flat_302966_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1950,1971,1946,,1950,,,,N,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,5308669,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_302966_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_302966_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce3e4b00f54eb3ccbb5,5a8a2ce3e4b00f54eb3ccbb5
CA_Dutch_Flat_302967_1950_24000,Dutch Flat,24000,7.5 x 7.5 minute,1950,1979,1980,1976,1979,1950,1979,,,N,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,5548586,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_302967_1950_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_302967_1950_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce3e4b00f54eb3ccbbb,5a8a2ce3e4b00f54eb3ccbbb
CA_Dutch_Flat_290121_1951_24000,Dutch Flat,24000,7.5 x 7.5 minute,1951,1951,,1946,,1950,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.125,-120.75,39.25,false,12777426,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290121_1951_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290121_1951_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce2e4b00f54eb3ccb94,5a8a2ce2e4b00f54eb3ccb94
CA_Dutch_Flat_290118_2000_24000,Dutch Flat,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.875,39.125,-120.75,39.25,false,14668795,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_290118_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_290118_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2cd8e4b00f54eb3ccaa8,5a8a2cd8e4b00f54eb3ccaa8
CA_Dutch_Flat_302968_2000_24000,Dutch Flat,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.875,39.125,-120.75,39.25,false,11599344,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Dutch%20Flat_302968_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Dutch_Flat_302968_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2ce3e4b00f54eb3ccbc0,5a8a2ce3e4b00f54eb3ccbc0
CA_English_Mountain_101384_2000_24000,English Mountain,24000,7.5 x 7.5 minute,2000,2000,2003,1998,,,,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.625,39.375,-120.5,39.5,false,13317504,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_English%20Mountain_101384_2000_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_English_Mountain_101384_2000_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2d59e4b00f54eb3cd7b9,5a8a2d59e4b00f54eb3cd7b9
CA_English_Mtn_290362_1983_24000,English Mtn,24000,7.5 x 7.5 minute,1983,1983,1986,1974,,1975,1983,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.625,39.375,-120.5,39.5,false,10330778,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_English%20Mtn_290362_1983_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_English_Mtn_290362_1983_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2d59e4b00f54eb3cd7bb,5a8a2d59e4b00f54eb3cd7bb
CA_English_Mtn_290364_1983_24000,English Mtn,24000,7.5 x 7.5 minute,1983,1983,1983,1974,,1975,1983,,,Y,600 PPI,NAD27,Lambert Conformal Conic,-120.625,39.375,-120.5,39.5,false,10945465,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_English%20Mtn_290364_1983_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_English_Mtn_290364_1983_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2d59e4b00f54eb3cd7bd,5a8a2d59e4b00f54eb3cd7bd
CA_English_Mtn_303042_1983_24000,English Mtn,24000,7.5 x 7.5 minute,1983,1983,1983,1974,,1975,1983,,,N,600 PPI,NAD27,Lambert Conformal Conic,-120.625,39.375,-120.5,39.5,false,5632256,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_English%20Mtn_303042_1983_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_English_Mtn_303042_1983_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2d59e4b00f54eb3cd7c2,5a8a2d59e4b00f54eb3cd7c2
CA_Folsom_290564_1954_24000,Folsom,24000,7.5 x 7.5 minute,1954,1954,1955,1952,,1954,,,1908,Y,600 PPI,NAD27,Polyconic,-121.25,38.625,-121.125,38.75,false,12081169,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_290564_1954_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_290564_1954_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2da7e4b00f54eb3cdf6b,5a8a2da7e4b00f54eb3cdf6b
CA_Folsom_290565_1954_24000,Folsom,24000,7.5 x 7.5 minute,1954,1954,1960,1952,,1954,,,1908,Y,600 PPI,NAD27,Polyconic,-121.25,38.625,-121.125,38.75,false,12456360,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_290565_1954_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_290565_1954_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2da7e4b00f54eb3cdf6e,5a8a2da7e4b00f54eb3cdf6e
CA_Folsom_101437_1967_24000,Folsom,24000,7.5 x 7.5 minute,1967,1980,1980,1978,1980,,1980,,1908,Y,600 PPI,NAD27,Polyconic,-121.25,38.625,-121.125,38.75,false,13687106,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_101437_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_101437_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2da7e4b00f54eb3cdf67,5a8a2da7e4b00f54eb3cdf67
CA_Folsom_290566_1967_24000,Folsom,24000,7.5 x 7.5 minute,1967,1967,1968,1966,,1967,,,1908,Y,600 PPI,NAD27,Polyconic,-121.25,38.625,-121.125,38.75,false,12164744,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_290566_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_290566_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2da7e4b00f54eb3cdf72,5a8a2da7e4b00f54eb3cdf72
CA_Folsom_290568_1967_24000,Folsom,24000,7.5 x 7.5 minute,1967,1975,1977,1975,1975,1967,,,1908,Y,600 PPI,NAD27,Polyconic,-121.25,38.625,-121.125,38.75,false,10219529,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_290568_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_290568_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2da8e4b00f54eb3cdf7b,5a8a2da8e4b00f54eb3cdf7b
CA_Folsom_465652_1967_24000,Folsom,24000,7.5 x 7.5 minute,1967,1967,1968,1966,,1967,,,1908,N,600 PPI,NAD27,Polyconic,-121.25,38.625,-121.125,38.75,false,10301921,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_465652_1967_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_465652_1967_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5d2954bce4b038fabe1d11ed,5d2954bce4b038fabe1d11ed
CA_Folsom_290567_1975_24000,Folsom,24000,7.5 x 7.5 minute,1975,1975,1978,1975,,,,,,N,600 PPI,NAD27,Lambert Conformal Conic,-121.25,38.625,-121.125,38.75,false,13683552,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Folsom_290567_1975_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Folsom_290567_1975_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2da8e4b00f54eb3cdf76,5a8a2da8e4b00f54eb3cdf76
CA_Foresthill_290605_1948_24000,Foresthill,24000,7.5 x 7.5 minute,1948,1973,1975,1973,1973,1949,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.0,-120.75,39.125,false,13432311,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Foresthill_290605_1948_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Foresthill_290605_1948_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2db6e4b00f54eb3ce0dc,5a8a2db6e4b00f54eb3ce0dc
CA_Foresthill_290599_1949_24000,Foresthill,24000,7.5 x 7.5 minute,1949,1973,1987,1973,,1949,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.0,-120.75,39.125,false,13607607,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Foresthill_290599_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Foresthill_290599_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2db6e4b00f54eb3ce0be,5a8a2db6e4b00f54eb3ce0be
CA_Foresthill_290600_1949_24000,Foresthill,24000,7.5 x 7.5 minute,1949,1973,1987,1973,1973,1949,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.0,-120.75,39.125,false,13644045,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Foresthill_290600_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Foresthill_290600_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2db6e4b00f54eb3ce0c3,5a8a2db6e4b00f54eb3ce0c3
CA_Foresthill_290602_1949_24000,Foresthill,24000,7.5 x 7.5 minute,1949,1949,1957,1946,,1949,,,,Y,600 PPI,NAD27,Polyconic,-120.875,39.0,-120.75,39.125,false,13311379,public_domain,https://prd-tnm.s3.amazonaws.com/StagedProducts/Maps/HistoricalTopo/GeoTIFF/CA/CA_Foresthill_290602_1949_24000_geo.tif,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/maps/historicaltopo/pdf/CA/24000/CA_Foresthill_290602_1949_24000_geo.xml,https://www.sciencebase.gov/catalog/item/5a8a2db6e4b00f54eb3ce0cb,5a8a2db6e4b00f54eb3ce0cb
